Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY12373101,28-02-2023,1411.55,Bank Transfer,Failed,POL76210793
PAY65671183,13-07-2023,491.17,Bank Transfer,Failed,POL84180502
PAY75925213,01-05-2022,492.6,Bank Transfer,Failed,POL81088577
PAY26648683,10-03-2023,1335.82,Bank Transfer,Failed,POL88358873
PAY27626921,02-02-2022,1402.08,Bank Transfer,Failed,POL25208231
PAY36085469,05-03-2023,354.32,Bank Transfer,Failed,POL50975802
PAY09877118,09-10-2022,1335.21,Bank Transfer,Failed,POL73294320
PAY80389409,29-11-2023,136.56,Bank Transfer,Failed,POL75583220
PAY44381616,31-10-2023,305.29,Bank Transfer,Failed,POL22477939
PAY85088643,25-06-2023,621.59,Bank Transfer,Failed,POL38380842
PAY96881090,14-03-2023,143.79,Bank Transfer,Failed,POL77625425
PAY79261663,02-05-2022,861.32,Bank Transfer,Failed,POL99892267
PAY10162312,21-12-2024,1435.92,Bank Transfer,Failed,POL35164229
PAY39633408,15-11-2023,137.35,Bank Transfer,Failed,POL50893138
PAY70853919,10-03-2024,1289.48,Bank Transfer,Failed,POL12620607
PAY22203034,28-05-2022,1030.27,Bank Transfer,Failed,POL99568401
PAY17097027,30-05-2024,708.96,Bank Transfer,Failed,POL96627466
PAY33551408,12-04-2024,163.69,Bank Transfer,Failed,POL42519290
PAY38874935,29-10-2023,420.24,Bank Transfer,Failed,POL44369068
PAY14535269,22-10-2022,1012.55,Bank Transfer,Failed,POL85168651
PAY96214737,04-11-2022,1185.93,Bank Transfer,Failed,POL80418743
PAY64221904,28-08-2023,95.19,Bank Transfer,Failed,POL82524320
PAY72170452,05-01-2022,940.84,Bank Transfer,Failed,POL07444317
PAY13174564,29-09-2022,939.5,Bank Transfer,Failed,POL60803243
PAY77015608,03-05-2022,379.77,Bank Transfer,Failed,POL07060236
PAY33185985,03-12-2023,938.37,Bank Transfer,Failed,POL83412862
PAY85089137,29-08-2024,715.74,Bank Transfer,Failed,POL65040463
PAY96776007,06-12-2023,968.87,Bank Transfer,Failed,POL81553263
PAY95626314,22-07-2022,1214.52,Bank Transfer,Failed,POL91869303
PAY35120191,04-04-2024,208.04,Bank Transfer,Failed,POL31918611
PAY04795243,31-10-2024,496.98,Bank Transfer,Failed,POL32493960
PAY96497966,26-04-2023,229.15,Bank Transfer,Failed,POL11227831
PAY55646149,03-10-2023,72.67,Bank Transfer,Failed,POL73721889
PAY26612502,16-02-2023,1343.13,Bank Transfer,Failed,POL65609940
PAY84041511,13-01-2023,247.43,Bank Transfer,Failed,POL44316628
PAY39577266,31-03-2024,241.51,Bank Transfer,Failed,POL58913291
PAY96620843,24-01-2022,1212.24,Bank Transfer,Failed,POL46495596
PAY81762674,14-05-2023,1130.5,Bank Transfer,Failed,POL84291987
PAY24972720,01-08-2024,1434.69,Bank Transfer,Failed,POL91451194
PAY27987589,15-06-2024,1472.29,Bank Transfer,Failed,POL77005000
PAY05018861,26-11-2023,230.51,Bank Transfer,Failed,POL43027986
PAY21492917,17-01-2023,1118,Bank Transfer,Failed,POL42034856
PAY49632183,05-07-2022,1348.99,Bank Transfer,Failed,POL15046507
PAY04763465,16-04-2022,668.05,Bank Transfer,Failed,POL64169471
PAY18007672,12-09-2023,1427.27,Bank Transfer,Failed,POL96262921
PAY15531028,10-11-2024,857.45,Bank Transfer,Failed,POL28053301
PAY77110890,11-02-2024,914.41,Bank Transfer,Failed,POL19823419
PAY96717295,29-12-2023,793.24,Bank Transfer,Failed,POL25608418
PAY78967297,06-01-2023,112.28,Bank Transfer,Failed,POL02597557
PAY34878458,20-06-2023,683.98,Bank Transfer,Failed,POL74661339
PAY20040999,26-04-2022,480.88,Bank Transfer,Failed,POL66167857
PAY99238624,23-09-2022,1296.1,Bank Transfer,Failed,POL70014788
PAY43964057,05-08-2023,937.17,Bank Transfer,Failed,POL99884356
PAY57029198,25-05-2022,326.81,Bank Transfer,Failed,POL09718181
PAY15791255,26-10-2024,1485.83,Bank Transfer,Failed,POL81437740
PAY87509838,29-10-2024,1385.64,Bank Transfer,Failed,POL29993228
PAY52630297,24-05-2024,117.03,Bank Transfer,Failed,POL65991604
PAY43519731,08-10-2022,1193.27,Bank Transfer,Failed,POL57255628
PAY36914531,19-09-2023,168.49,Bank Transfer,Failed,POL13831480
PAY11521547,08-02-2023,124.81,Bank Transfer,Failed,POL43969785
PAY59170435,16-09-2023,793.43,Bank Transfer,Failed,POL46676491
PAY80374608,15-08-2023,1097.44,Bank Transfer,Failed,POL29803500
PAY24467647,04-11-2022,1233.83,Bank Transfer,Failed,POL71149711
PAY22551972,07-03-2024,527.23,Bank Transfer,Failed,POL84868487
PAY14475063,26-01-2024,475.68,Bank Transfer,Failed,POL63838195
PAY93124543,20-05-2023,850.71,Bank Transfer,Failed,POL67712226
PAY69721204,08-04-2022,1203.51,Bank Transfer,Failed,POL30839784
PAY02430610,17-09-2022,1457.2,Bank Transfer,Failed,POL13831480
PAY71528381,28-08-2022,412.46,Bank Transfer,Failed,POL05553908
PAY91742579,01-02-2024,120.45,Bank Transfer,Failed,POL31494844
PAY10394046,29-09-2023,1015.81,Bank Transfer,Failed,POL30234855
PAY78936181,05-08-2024,905.58,Bank Transfer,Failed,POL47639612
PAY03577030,26-09-2024,1285.93,Bank Transfer,Failed,POL14355041
PAY60726669,27-07-2022,1076.38,Bank Transfer,Failed,POL45256846
PAY10220349,10-06-2024,1051.54,Bank Transfer,Failed,POL75492947
PAY62933410,18-04-2022,300.6,Bank Transfer,Failed,POL39271824
PAY25483675,31-12-2022,202.27,Bank Transfer,Failed,POL01957491
PAY63121594,18-01-2023,1027.84,Bank Transfer,Failed,POL23806593
PAY90009346,29-01-2023,1044.16,Bank Transfer,Failed,POL44693402
PAY51451915,04-06-2022,389.36,Bank Transfer,Failed,POL48692889
PAY97359202,13-12-2022,531.83,Bank Transfer,Failed,POL82345838
PAY63664048,24-12-2021,198.43,Bank Transfer,Failed,POL79310767
PAY19953147,17-02-2023,793.59,Bank Transfer,Failed,POL47731308
PAY78964469,04-06-2022,1352.15,Bank Transfer,Failed,POL47327506
PAY05265335,13-05-2024,833.49,Bank Transfer,Failed,POL66952651
PAY00501634,21-12-2022,661.58,Bank Transfer,Failed,POL64856204
PAY84544116,31-08-2022,1262.62,Bank Transfer,Failed,POL30677627
PAY57499951,27-08-2022,1397.26,Bank Transfer,Failed,POL80116968
PAY22438212,19-07-2024,338.81,Bank Transfer,Failed,POL99941160
PAY52719145,08-04-2024,1413.86,Bank Transfer,Failed,POL42903965
PAY56901432,28-08-2023,635.65,Bank Transfer,Failed,POL80109772
PAY95015295,30-09-2022,1487.14,Bank Transfer,Failed,POL64080185
PAY55733208,19-04-2022,1271.03,Bank Transfer,Failed,POL11204815
PAY18379091,26-10-2024,1311.43,Bank Transfer,Failed,POL87116208
PAY61672520,06-05-2022,811.51,Bank Transfer,Failed,POL87324459
PAY71794968,26-08-2022,1166.06,Bank Transfer,Failed,POL06557000
PAY04105666,31-05-2024,1216.82,Bank Transfer,Failed,POL40696395
PAY88240123,03-01-2023,1009.12,Bank Transfer,Failed,POL02082012
PAY83839138,25-11-2022,1203.06,Bank Transfer,Failed,POL37348106
PAY05753030,03-10-2023,1062.42,Bank Transfer,Failed,POL01881823
PAY91997098,26-07-2023,983.66,Bank Transfer,Failed,POL24776392
PAY77371386,03-01-2023,519.02,Bank Transfer,Failed,POL78697051
PAY86209412,12-11-2022,854.7,Bank Transfer,Failed,POL88297465
PAY82448547,14-01-2024,949.68,Bank Transfer,Failed,POL14768104
PAY06989081,11-02-2024,158.32,Bank Transfer,Failed,POL30236803
PAY09103949,24-12-2022,786.16,Bank Transfer,Failed,POL23979446
PAY61654696,16-04-2023,959.78,Bank Transfer,Failed,POL73654382
PAY40389774,29-12-2023,1350.25,Bank Transfer,Failed,POL17278693
PAY43078795,01-12-2023,354.36,Bank Transfer,Failed,POL32342170
PAY18115065,07-07-2024,609.85,Bank Transfer,Failed,POL95217332
PAY33349040,30-06-2024,681.62,Bank Transfer,Failed,POL35164229
PAY11923218,08-06-2023,577.93,Bank Transfer,Failed,POL64204852
PAY66811814,01-05-2024,438.16,Bank Transfer,Failed,POL63433584
PAY61118984,07-10-2023,727.8,Bank Transfer,Failed,POL19136648
PAY35698908,04-10-2022,321.56,Bank Transfer,Failed,POL19532067
PAY01528930,24-07-2022,576.35,Bank Transfer,Failed,POL31757726
PAY06020839,01-01-2023,258.31,Bank Transfer,Failed,POL50406144
PAY18298605,14-03-2023,1173.56,Bank Transfer,Failed,POL17886964
PAY73738106,04-10-2024,1224.96,Bank Transfer,Failed,POL98604785
PAY07484394,11-11-2022,584.38,Bank Transfer,Failed,POL37350059
PAY35088436,17-02-2022,221.99,Bank Transfer,Failed,POL24807912
PAY13078442,26-10-2022,643.03,Bank Transfer,Failed,POL10285665
PAY38419967,24-06-2024,727.95,Bank Transfer,Failed,POL55190286
PAY66849793,19-05-2023,893.33,Bank Transfer,Failed,POL13297022
PAY32332891,01-02-2024,1381.12,Bank Transfer,Failed,POL63542337
PAY16249040,28-04-2022,1133.05,Bank Transfer,Failed,POL05422955
PAY03307971,02-05-2023,1313.32,Bank Transfer,Failed,POL08242305
PAY55480992,11-06-2023,580.3,Bank Transfer,Failed,POL83312613
PAY39401451,21-10-2023,473.9,Bank Transfer,Failed,POL86872083
PAY99511672,06-06-2022,1106.49,Bank Transfer,Failed,POL22177049
PAY05093443,05-02-2024,410.3,Bank Transfer,Failed,POL66073787
PAY41818181,24-09-2023,218.07,Bank Transfer,Failed,POL87664346
PAY67450239,25-08-2024,381.67,Bank Transfer,Failed,POL95788557
PAY83833011,23-06-2022,984.51,Bank Transfer,Failed,POL04691373
PAY30214234,26-05-2023,1180.97,Bank Transfer,Failed,POL22111965
PAY41167572,17-03-2022,858.65,Bank Transfer,Failed,POL03235385
PAY59863695,02-07-2022,1464.17,Bank Transfer,Failed,POL01955713
PAY14009689,25-07-2023,975.81,Bank Transfer,Failed,POL00986980
PAY72243049,01-12-2022,857.85,Bank Transfer,Failed,POL46427278
PAY89252428,13-04-2024,1435.73,Bank Transfer,Failed,POL83669063
PAY59764732,29-06-2022,342.7,Bank Transfer,Failed,POL12299687
PAY48827501,22-07-2022,1011.86,Bank Transfer,Failed,POL17801092
PAY09569217,29-06-2024,177.59,Bank Transfer,Failed,POL31424622
PAY53621979,14-07-2023,1388.53,Bank Transfer,Failed,POL79030894
PAY20540746,10-03-2023,295.84,Bank Transfer,Failed,POL44115622
PAY44864004,15-02-2023,787.89,Bank Transfer,Failed,POL92817192
PAY97901759,04-09-2024,754.48,Bank Transfer,Failed,POL63077601
PAY16960799,19-03-2024,1040.09,Bank Transfer,Failed,POL97112066
PAY18572695,04-11-2024,1047.9,Bank Transfer,Failed,POL54636446
PAY45665435,23-02-2022,1235.59,Bank Transfer,Failed,POL99808089
PAY74738998,28-02-2024,702.43,Bank Transfer,Failed,POL33328438
PAY23829876,03-12-2023,135.38,Bank Transfer,Failed,POL19466046
PAY25476524,18-03-2022,575.39,Bank Transfer,Failed,POL42862009
PAY80371790,07-01-2023,321.41,Bank Transfer,Failed,POL49874464
PAY39347730,14-03-2022,691.59,Bank Transfer,Failed,POL45410336
PAY46223051,19-05-2023,796.53,Bank Transfer,Failed,POL86820277
PAY10317274,28-06-2024,316.13,Bank Transfer,Failed,POL67118908
PAY94079501,01-11-2024,618.4,Bank Transfer,Failed,POL96461175
PAY50916372,19-06-2024,489.63,Bank Transfer,Failed,POL84035014
PAY78807454,20-12-2023,1117.16,Bank Transfer,Failed,POL85437892
PAY45709079,24-03-2023,279.12,Bank Transfer,Failed,POL19362691
PAY80027727,25-07-2023,1125.27,Bank Transfer,Failed,POL42604699
PAY20091109,30-10-2023,631.29,Bank Transfer,Failed,POL42401961
PAY76442418,04-12-2022,509.88,Bank Transfer,Failed,POL57578050
PAY62597010,04-09-2022,1269.31,Bank Transfer,Failed,POL19547939
PAY33576684,07-10-2024,1422.84,Bank Transfer,Failed,POL75183965
PAY11428194,21-07-2022,310.03,Bank Transfer,Failed,POL79030894
PAY51348113,17-12-2023,138.98,Bank Transfer,Failed,POL19452120
PAY05362944,10-07-2022,239.29,Bank Transfer,Failed,POL51223603
PAY20523323,16-04-2024,1196.53,Bank Transfer,Failed,POL84309166
PAY25137306,11-04-2023,220.61,Bank Transfer,Failed,POL45059272
PAY40818515,28-05-2023,543.85,Bank Transfer,Failed,POL03021304
PAY58809936,16-04-2024,1413.41,Bank Transfer,Failed,POL19136648
PAY17725554,25-03-2024,1368.78,Bank Transfer,Failed,POL52900081
PAY41476024,04-10-2022,235.25,Bank Transfer,Failed,POL83318258
PAY44001923,15-12-2023,505.53,Bank Transfer,Failed,POL53680608
PAY73368435,06-02-2023,1059.99,Bank Transfer,Failed,POL82970640
PAY23166677,03-11-2024,1346.97,Bank Transfer,Failed,POL55617113
PAY98057649,15-07-2023,599.5,Bank Transfer,Failed,POL36090611
PAY51041063,25-02-2023,410.46,Bank Transfer,Failed,POL89918097
PAY83329907,05-02-2023,234.5,Bank Transfer,Failed,POL82148607
PAY74983101,30-06-2022,384.02,Bank Transfer,Failed,POL28224422
PAY86914822,12-11-2022,1188.07,Bank Transfer,Failed,POL07509618
PAY88769820,10-05-2022,730.83,Bank Transfer,Failed,POL97721863
PAY92963380,05-10-2023,262.86,Bank Transfer,Failed,POL86348344
PAY59654775,24-09-2023,1078.19,Bank Transfer,Failed,POL22111965
PAY11578757,12-11-2023,717.83,Bank Transfer,Failed,POL81202373
PAY94412768,24-12-2023,827.67,Bank Transfer,Failed,POL87933513
PAY21858609,04-08-2023,1432.79,Bank Transfer,Failed,POL07510316
PAY35246393,02-12-2023,149.78,Bank Transfer,Failed,POL31178570
PAY29223776,20-09-2024,1276.48,Bank Transfer,Failed,POL95930417
PAY98054990,30-10-2022,1130.79,Bank Transfer,Failed,POL45391676
PAY21288115,20-01-2023,637.5,Bank Transfer,Failed,POL22369979
PAY48235831,10-07-2024,835.68,Bank Transfer,Failed,POL90576138
PAY08522876,18-01-2024,507.95,Bank Transfer,Failed,POL79993699
PAY18931773,04-07-2022,157.47,Bank Transfer,Failed,POL20281612
PAY70407879,23-01-2023,1107.27,Bank Transfer,Failed,POL64903447
PAY08932067,17-07-2024,729.85,Bank Transfer,Failed,POL04910841
PAY88503249,29-06-2023,554.12,Bank Transfer,Failed,POL78402619
PAY87979572,03-11-2024,1418.34,Bank Transfer,Failed,POL66448558
PAY77348765,01-09-2022,325.01,Bank Transfer,Failed,POL28503798
PAY27299733,13-09-2023,1046.81,Bank Transfer,Failed,POL43471833
PAY00650824,28-02-2024,794.54,Bank Transfer,Failed,POL06987694
PAY23571199,22-06-2023,1339.24,Bank Transfer,Failed,POL32589913
PAY39651524,03-02-2024,1205.06,Bank Transfer,Failed,POL05711191
PAY22298343,15-07-2023,1057.12,Bank Transfer,Failed,POL34787590
PAY35368503,09-04-2024,1397.45,Bank Transfer,Failed,POL53973271
PAY99511466,23-09-2024,974.49,Bank Transfer,Failed,POL18801240
PAY93145152,26-08-2023,85.81,Bank Transfer,Failed,POL04460141
PAY35563717,13-06-2023,602.22,Bank Transfer,Failed,POL38243316
PAY18447407,26-09-2022,463.12,Bank Transfer,Failed,POL46591798
PAY26679746,11-03-2022,966.09,Bank Transfer,Failed,POL59138324
PAY12794066,13-09-2023,734.83,Bank Transfer,Failed,POL84123482
PAY23522711,09-03-2023,1026.96,Bank Transfer,Failed,POL08713900
PAY95149093,06-07-2023,1231.21,Bank Transfer,Failed,POL63542337
PAY07757967,12-03-2022,424.81,Bank Transfer,Failed,POL85481964
PAY67039266,02-03-2023,1240.56,Bank Transfer,Failed,POL40483314
PAY97387986,20-01-2022,1213.4,Bank Transfer,Failed,POL07274715
PAY67086715,15-05-2022,541.24,Bank Transfer,Failed,POL05425412
PAY24371174,30-04-2022,1454.43,Bank Transfer,Failed,POL43684594
PAY83600940,02-03-2023,1187.96,Bank Transfer,Failed,POL81437012
PAY61447997,11-02-2023,252.77,Bank Transfer,Failed,POL37993966
PAY91388359,07-08-2024,317.38,Bank Transfer,Failed,POL31435265
PAY99460773,03-03-2023,1424.96,Bank Transfer,Failed,POL31362262
PAY85758929,03-10-2024,1113.75,Bank Transfer,Failed,POL51614389
PAY86177847,28-03-2022,63.15,Bank Transfer,Failed,POL36565456
PAY22316058,24-11-2024,1108.11,Bank Transfer,Failed,POL64446371
PAY31936962,01-11-2022,1192.52,Bank Transfer,Failed,POL66022914
PAY28098578,17-01-2022,285.54,Bank Transfer,Failed,POL11989725
PAY72300903,04-08-2022,959.66,Bank Transfer,Failed,POL08689656
PAY64443418,01-03-2022,1175.18,Bank Transfer,Failed,POL48302488
PAY45915971,25-10-2022,58.79,Bank Transfer,Failed,POL51383212
PAY72616898,08-01-2023,402.64,Bank Transfer,Failed,POL15452704
PAY62307914,11-03-2024,849.04,Bank Transfer,Failed,POL99021522
PAY19608398,26-06-2022,1215.08,Bank Transfer,Failed,POL56810401
PAY36521939,28-11-2023,304.42,Bank Transfer,Failed,POL03389075
PAY22980198,26-07-2023,313.44,Bank Transfer,Failed,POL07342539
PAY41677341,17-03-2022,428.93,Bank Transfer,Failed,POL86921629
PAY20916252,18-04-2024,295.56,Bank Transfer,Failed,POL32660341
PAY68012322,28-02-2022,808.8,Bank Transfer,Failed,POL40215067
PAY33779771,02-05-2022,167.01,Bank Transfer,Failed,POL86384869
PAY68877739,20-07-2024,473.47,Bank Transfer,Failed,POL95336212
PAY69488032,19-06-2022,724.78,Bank Transfer,Failed,POL64702950
PAY69834718,18-01-2022,481.11,Bank Transfer,Failed,POL84091621
PAY27044909,03-03-2022,54.48,Bank Transfer,Failed,POL36565456
PAY28699166,05-05-2022,1092.97,Bank Transfer,Failed,POL10637039
PAY78590478,14-06-2024,887.1,Bank Transfer,Failed,POL28172331
PAY98754915,06-04-2022,299.83,Bank Transfer,Failed,POL44229118
PAY21766473,12-09-2024,709.7,Bank Transfer,Failed,POL18326349
PAY97721658,22-04-2024,470.43,Bank Transfer,Failed,POL10977821
PAY82914964,29-04-2024,1414.87,Bank Transfer,Failed,POL31358869
PAY55856393,01-03-2024,709.18,Bank Transfer,Failed,POL46201776
PAY54038899,23-12-2023,119.26,Bank Transfer,Failed,POL72056803
PAY62491270,23-09-2023,230.26,Bank Transfer,Failed,POL43810674
PAY34894580,06-08-2024,307.75,Bank Transfer,Failed,POL27100819
PAY02268678,22-06-2022,681.75,Bank Transfer,Failed,POL81304497
PAY62799699,30-07-2022,871.15,Bank Transfer,Failed,POL36583919
PAY00110807,07-05-2024,400.36,Bank Transfer,Failed,POL06923773
PAY89868276,01-01-2023,60.08,Bank Transfer,Failed,POL50406144
PAY03858290,03-07-2023,171.66,Bank Transfer,Failed,POL56896530
PAY49626021,02-12-2022,274,Bank Transfer,Failed,POL56933693
PAY12772964,19-04-2024,983.02,Bank Transfer,Failed,POL36836777
PAY88199183,22-05-2022,211.62,Bank Transfer,Failed,POL94995920
PAY65469050,02-08-2022,343.23,Bank Transfer,Failed,POL14765103
PAY71912019,07-12-2022,1273.58,Bank Transfer,Failed,POL52660613
PAY71154884,31-12-2023,695.75,Bank Transfer,Failed,POL51145073
PAY22293446,01-11-2022,1149.47,Bank Transfer,Failed,POL28002736
PAY40411256,01-11-2023,103.87,Bank Transfer,Failed,POL26231753
PAY37018694,09-04-2024,1049.91,Bank Transfer,Failed,POL79312567
PAY12326208,29-07-2023,269.91,Bank Transfer,Failed,POL41871042
PAY19073475,23-04-2024,62.39,Bank Transfer,Failed,POL49082754
PAY60827794,01-08-2024,1430.52,Bank Transfer,Failed,POL96147285
PAY05263381,10-10-2024,521.93,Bank Transfer,Failed,POL78017200
PAY74838911,28-10-2022,264.9,Bank Transfer,Failed,POL37666205
PAY19167120,11-12-2022,1381.68,Bank Transfer,Failed,POL83133699
PAY91625721,06-10-2024,1477.26,Bank Transfer,Failed,POL66485877
PAY72111575,02-11-2022,525.03,Bank Transfer,Failed,POL19720600
PAY87800874,05-10-2022,1310.75,Bank Transfer,Failed,POL89719894
PAY93941533,30-12-2022,330.12,Bank Transfer,Failed,POL92741100
PAY98412797,29-03-2023,313.32,Bank Transfer,Failed,POL35996382
PAY30875273,09-08-2023,60.64,Bank Transfer,Failed,POL72738203
PAY31726418,07-02-2023,557.58,Bank Transfer,Failed,POL62243302
PAY06607570,06-05-2023,713.97,Bank Transfer,Failed,POL70775475
PAY69851909,23-11-2023,1249.88,Bank Transfer,Failed,POL18917162
PAY65601350,08-05-2022,1182.29,Bank Transfer,Failed,POL27188629
PAY06875110,22-05-2024,1154.41,Bank Transfer,Failed,POL40722779
PAY33031956,20-02-2022,134.77,Bank Transfer,Failed,POL06415305
PAY30286836,18-06-2024,152.44,Bank Transfer,Failed,POL68700634
PAY64107704,12-10-2022,533.18,Bank Transfer,Failed,POL15877374
PAY13736423,12-01-2022,1227.13,Bank Transfer,Failed,POL74324052
PAY12001207,02-02-2024,431.05,Bank Transfer,Failed,POL84035014
PAY88331018,03-10-2024,576.73,Bank Transfer,Failed,POL73582345
PAY47827944,03-11-2023,435.75,Bank Transfer,Failed,POL89664710
PAY45648549,29-11-2022,947.6,Bank Transfer,Failed,POL48026137
PAY07482536,05-01-2024,1218.71,Bank Transfer,Failed,POL40212338
PAY64935030,19-11-2022,598.4,Bank Transfer,Failed,POL64342111
PAY49171963,07-11-2022,797,Bank Transfer,Failed,POL96375176
PAY74189876,14-07-2022,924.45,Bank Transfer,Failed,POL24708378
PAY15072207,07-07-2024,1430.48,Bank Transfer,Failed,POL94615763
PAY35646531,13-11-2023,99.16,Bank Transfer,Failed,POL87445905
PAY79014177,31-01-2023,1170.3,Bank Transfer,Failed,POL45105855
PAY16788372,17-01-2024,1335.44,Bank Transfer,Failed,POL00517693
PAY33505104,25-06-2022,1323.3,Bank Transfer,Failed,POL56891224
PAY74836555,16-03-2024,717,Bank Transfer,Failed,POL09953966
PAY84910388,10-11-2023,1114.6,Bank Transfer,Failed,POL71169830
PAY60885870,15-04-2024,1056.24,Bank Transfer,Failed,POL21231800
PAY34448237,30-05-2023,554.91,Bank Transfer,Failed,POL50892587
PAY06107785,30-06-2022,1425.52,Bank Transfer,Failed,POL46471813
PAY17417662,05-06-2023,661.72,Bank Transfer,Failed,POL10635229
PAY58724587,06-05-2024,1068.93,Bank Transfer,Failed,POL36334787
PAY29550347,28-02-2022,228.62,Bank Transfer,Failed,POL22613795
PAY53864786,27-11-2023,1029.51,Bank Transfer,Failed,POL10423452
PAY32819121,22-02-2024,903.75,Bank Transfer,Failed,POL66485877
PAY00815688,27-01-2023,1320.42,Bank Transfer,Failed,POL52791225
PAY96741704,26-11-2024,122.38,Bank Transfer,Failed,POL27435543
PAY85584505,13-07-2022,1186.03,Bank Transfer,Failed,POL09137788
PAY75276962,04-08-2023,1234.16,Bank Transfer,Failed,POL86890782
PAY05248934,03-08-2024,883.35,Bank Transfer,Failed,POL09607120
PAY19793448,17-01-2022,308.76,Bank Transfer,Failed,POL87558325
PAY89819513,13-03-2022,143.1,Bank Transfer,Failed,POL39487176
PAY50971233,10-10-2022,1385.58,Bank Transfer,Failed,POL43714068
PAY34612786,31-08-2022,1338.82,Bank Transfer,Failed,POL43714068
PAY04380982,02-06-2024,1237.25,Bank Transfer,Failed,POL35831200
PAY22782365,12-02-2023,360.21,Bank Transfer,Failed,POL90223289
PAY72752260,31-07-2024,515.37,Bank Transfer,Failed,POL11133444
PAY36451706,10-10-2024,1174.4,Bank Transfer,Failed,POL55078458
PAY53624706,23-04-2023,112.12,Bank Transfer,Failed,POL87125515
PAY61654695,15-11-2023,111.28,Bank Transfer,Failed,POL19959727
PAY18749870,14-04-2023,1043.27,Bank Transfer,Failed,POL83060919
PAY86091713,21-10-2023,376,Bank Transfer,Failed,POL46471813
PAY99694041,23-05-2023,471.07,Bank Transfer,Failed,POL39477201
PAY90853205,11-02-2023,1242.89,Bank Transfer,Failed,POL63483094
PAY63893002,24-02-2023,614.44,Bank Transfer,Failed,POL03258103
PAY67167717,25-08-2024,825.07,Bank Transfer,Failed,POL27953445
PAY14997357,21-08-2024,1375.47,Bank Transfer,Failed,POL77202133
PAY60365942,11-02-2024,1076.85,Bank Transfer,Failed,POL23175808
PAY13802427,29-12-2021,133.39,Bank Transfer,Failed,POL20797511
PAY45062271,28-10-2022,130.73,Bank Transfer,Failed,POL37879847
PAY04722157,29-11-2024,704.28,Bank Transfer,Failed,POL58046238
PAY57130479,18-04-2022,1482.91,Bank Transfer,Failed,POL00118999
PAY16893151,12-05-2024,1225.09,Bank Transfer,Failed,POL55324239
PAY33266471,30-05-2022,161.49,Bank Transfer,Failed,POL37628555
PAY92746010,20-04-2023,835.62,Bank Transfer,Failed,POL08033487
PAY93176396,14-10-2023,1475.43,Bank Transfer,Failed,POL76080858
PAY53325850,23-04-2022,477.81,Bank Transfer,Failed,POL99892267
PAY84080521,05-12-2024,503.87,Bank Transfer,Failed,POL68941545
PAY88090023,24-12-2022,597.36,Bank Transfer,Failed,POL74375234
PAY33560187,13-12-2023,182.38,Bank Transfer,Failed,POL05204154
PAY27844588,17-06-2024,575.12,Bank Transfer,Failed,POL59950728
PAY92065969,25-08-2023,333.16,Bank Transfer,Failed,POL51728504
PAY41286604,08-08-2024,1189.2,Bank Transfer,Failed,POL50447483
PAY56772509,01-07-2023,1335.71,Bank Transfer,Failed,POL81184325
PAY66846553,18-06-2023,626.21,Bank Transfer,Failed,POL08111147
PAY15200399,14-04-2022,657.81,Bank Transfer,Failed,POL59779212
PAY93831155,21-03-2024,952.12,Bank Transfer,Failed,POL00096946
PAY88738738,19-09-2023,1399.86,Bank Transfer,Failed,POL33443696
PAY46176587,03-01-2023,99.92,Bank Transfer,Failed,POL83014329
PAY03106312,05-11-2023,794.31,Bank Transfer,Failed,POL42862009
PAY25993714,28-06-2022,355.82,Bank Transfer,Failed,POL85269593
PAY14371769,21-01-2022,1432.63,Bank Transfer,Failed,POL46770635
PAY51719845,31-08-2022,306.52,Bank Transfer,Failed,POL87664346
PAY67636906,22-09-2022,775.24,Bank Transfer,Failed,POL89180223
PAY17150289,28-11-2022,247.38,Bank Transfer,Failed,POL07269775
PAY72558048,13-12-2022,1496.5,Bank Transfer,Failed,POL70014788
PAY45310260,04-05-2024,473.82,Bank Transfer,Failed,POL14879776
PAY55708914,09-08-2023,1103.56,Bank Transfer,Failed,POL05606987
PAY94250802,24-01-2024,1016.42,Bank Transfer,Failed,POL95823449
PAY13985223,04-09-2022,967.21,Bank Transfer,Failed,POL54824622
PAY63452430,17-05-2022,654.61,Bank Transfer,Failed,POL97266170
PAY96288482,13-01-2024,1072.99,Bank Transfer,Failed,POL75052846
PAY14419385,23-04-2024,309.41,Bank Transfer,Failed,POL77104949
PAY71721952,04-06-2023,483.39,Bank Transfer,Failed,POL27860857
PAY38858102,11-02-2024,73.28,Bank Transfer,Failed,POL01957491
PAY94617035,29-01-2024,778.45,Bank Transfer,Failed,POL53248656
PAY45873799,17-11-2022,168.77,Bank Transfer,Failed,POL61900129
PAY59794666,27-04-2023,593.55,Bank Transfer,Failed,POL50918861
PAY94287881,03-07-2024,82.34,Bank Transfer,Failed,POL23926652
PAY95582369,26-02-2024,1358.56,Bank Transfer,Failed,POL74615400
PAY92651921,12-12-2023,1157.16,Bank Transfer,Failed,POL00517693
PAY57774886,28-11-2024,1235.53,Bank Transfer,Failed,POL98182454
PAY30431382,06-06-2022,755.94,Bank Transfer,Failed,POL48302488
PAY66499410,15-10-2022,215.36,Bank Transfer,Failed,POL64342111
PAY92506805,06-12-2022,437.2,Bank Transfer,Failed,POL05037648
PAY10829819,06-06-2023,732.5,Bank Transfer,Failed,POL23193106
